132.700000,1.989357
271.200000,3.017878
350.100000,1.444786
451.400000,2.218961
603.100000,12.323509
1137.600000,1.296223
1237.700000,1.107246
1305.400000,3.044045
1390.000000,4.287779
1472.700000,1.948954
1501.400000,0.984043
1672.700000,1.521182
1837.900000,1.661840
2001.200000,1.266900
2105.300000,2.868500
2293.900000,2.138094
2397.500000,2.667884
2733.800000,3.539643
2990.000000,5.012091
3018.500000,2.712313
3115.800000,5.925495
3248.200000,5.430670
3355.400000,2.485563
3512.700000,2.706261
3684.400000,3.408461
3753.000000,3.008791
3830.200000,3.546444
3956.600000,4.180430
4024.400000,1.923671
4062.900000,1.986973
4078.000000,1.875772
4093.900000,1.938525
4111.600000,1.868499
4127.000000,1.875657
4146.000000,1.924432
4165.600000,1.828448
4183.100000,1.927273
4203.200000,1.842209
4230.900000,1.839368
4260.400000,1.839801
4299.400000,1.834602
4318.700000,1.790544
4368.400000,2.894892
4395.400000,1.752933
4426.800000,1.758090
4444.100000,1.690586
4464.400000,1.735075
4479.700000,1.683406
4551.400000,3.543734
4662.900000,2.913499
4775.000000,1.606259
